Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
2.0,4,Rear Wheel Drive,60,5.8,Petrol,184,270,Automatic,236,4 Seater,7.7,4.640,1.825,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 420i,"174,000",AED
3.5,N/A,All Wheel Drive,87,11.2,Petrol,365,570,Automatic,160,6 Seater,6.0,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 3.5L EcoBoost Crew Cab Lariat  Special Edition,"247,695",AED
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XLT,"243,495",AED
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XLT,"243,495",AED
2.0,N/A,Rear Wheel Drive,63,6.7,Petrol,297,400,Automatic,250,5 Seater,5.7,4.672,1.967,1.462,2.835,455,Jaguar XE 2021 2.0T Limited Edition (300 PS) ,"262,290",AED
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),"269,745",AED
3.7,6,Rear Wheel Drive,80,12.0,Petrol,330,360,Automatic,225,5 Seater,5.6,4.945,1.845,1.500,2.900,500,Infiniti Q70 2021 3.7L Luxe Proactive ,"229,500",AED
3.5,6,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Prestige,"245,000",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,5 Seater,8.1,4.890,1.895,1.690,2.790,553,Lexus RX 2021 450h Prestige Limited ,"245,000",AED
3.5,6,Rear Wheel Drive,70,7.8,Petrol,350,536,Automatic,250,5 Seater,5.1,4.800,2.084,1.445,2.850,400,Infiniti Q50 2021 3.5L Hybrid Blue Sport,"230,500",AED
6.4,N/A,Rear Wheel Drive,72,12.7,Petrol,470,637,Automatic,272,2 Seater,4.5,5.020,1.920,1.450,2.946,458,Dodge Challenger 2021 6.4L R/T Scatpack Widebody ,"229,900",AED
2.0,N/A,All Wheel Drive,55,7.2,Petrol,320,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 AWD R Design,"209,900",AED
2.0,4,Rear Wheel Drive,74,6.8,Petrol,250,365,Automatic,244,5 Seater,6.6,4.954,2.091,1.457,2.960,540,Jaguar XF 2021 2.0T R-Sport (250 PS),"264,390",AED
5.3,8,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 2WD, TBD ,Null
2.0,4,All Wheel Drive,60,9.0,Petrol,268,380,CVT,230,5 Seater,6.3,4.693,1.903,1.679,2.800,895,Infiniti QX50 2021 2.0T Autograph (AWD),"245,250",AED
2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman ,"244,800",AED
2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman ,"244,800",AED
2.0,4,Rear Wheel Drive,50,6.7,Petrol,184,300,Automatic,240,4 Seater,7.8,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 200,"235,000",AED
3.0,6,Rear Wheel Drive,52,7.5,Petrol,326,450,Automatic,250,5 Seater,4.9,4.324,1.984,1.421,2.690,360,BMW 1 Series 2021 m135i,"205,000",AED
2.0,4,Rear Wheel Drive,52,6.1,Petrol,184,270,Automatic,226,4 Seater,7.7,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 220i,"203,000",AED
3.5,6,All Wheel Drive,65,5.2,Hybrid,308,335,Automatic,180,5 Seater,8.1,4.890,1.895,1.690,2.790,553,Lexus RX 2021 450h Premier ,"230,000",AED
6.2,8,All Wheel Drive,136,14.7,Petrol,420,624,Automatic,200,5 Seater,7.3,6.128,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 6.2L V8 High Country ,"221,600",AED
4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.095,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 4.6L EXR,"239,900",AED
2.0,4,Rear Wheel Drive,60,5.8,Petrol,184,270,Automatic,236,4 Seater,7.5,4.640,1.825,1.377,2.810,445,BMW 4 Series Coupe 2021 420i,"214,000",AED
2.0,4,All Wheel Drive,71,7.7,Petrol,254,350,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T5 AWD R Design,"239,900",AED
2.0,N/A,All Wheel Drive,66,7.7,Petrol,245,370,Automatic,235,5 Seater,6.5,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,"240,000",AED
2.0,4,Rear Wheel Drive,80,9.0,Petrol,208,350,Automatic,235,4 Seater,7.4,4.690,2.052,1.395,2.850,342,Infiniti Q60 Coupe 2021 2.0T Premium,"175,000",AED
5.7,8,All Wheel Drive,93,13.8,Petrol,360,520,Automatic,215,7 Seater,7.9,5.110,1.925,1.847,3.043,487,Dodge Durango 2021 5.7L R/T (AWD),"185,900",AED
2.0,N/A,Rear Wheel Drive,66,7.1,Petrol,258,370,Automatic,250,4 Seater,6.2,4.686,1.810,1.409,2.840,360,Mercedes-Benz C Class Cabriolet 2021 C 300 Cabriolet,"240,000",AED
2.0,4,All Wheel Drive,63,7.6,Petrol,250,365,Automatic,217,5 Seater,6.7,4.803,2.032,1.666,2.873,532,Land Rover Range Rover Velar 2021 2.0L S (250 PS),"277,830",AED
5.3,8,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 4WD, TBD ,Null
5.3,8,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 4WD, TBD ,Null
2.0,4,Rear Wheel Drive,55,6.1,Petrol,258,400,Automatic,250,2 Seater,5.4,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 sDrive30i,"274,000",AED
2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T (300 PS),"303,870",AED
2.5,5,All Wheel Drive,64,6.7,Petrol,400,480,Automatic,280,5 Seater,4.5,4.507,1.851,1.557,2.681,530,Audi RS Q3 2021 2.5L TFSI quattro Sportback, TBD ,Null
2.0,4,Front Wheel Drive,63,6.0,Petrol,190,320,Automatic,233,5 Seater,8.1,4.939,1.886,1.457,2.924,530,Audi A6 2021 40 TFSI (190 HP),"189,630",AED
2.0,4,Front Wheel Drive,63,6.0,Petrol,245,370,Automatic,250,5 Seater,6.8,4.939,1.886,1.457,2.924,530,Audi A6 2021 45 TFSI Special Edition  (245 HP) ,"199,080",AED
2.0,4,All Wheel Drive,63,6.0,Petrol,245,370,Automatic,250,5 Seater,6.0,4.939,1.886,1.457,2.924,530,Audi A6 2021 45 TFSI Quattro (245 HP) ,"234,045",AED
2.0,4,All Wheel Drive,63,6.0,Petrol,245,370,Automatic,250,5 Seater,6.0,4.939,1.886,1.457,2.924,530,Audi A6 2021 45 TFSI Design Quattro (245 HP) ,"254,520",AED
3.0,4,All Wheel Drive,63,6.0,Petrol,340,500,Automatic,250,5 Seater,5.1,4.939,1.886,1.457,2.924,530,Audi A6 2021 55 TFSI Quattro (340 HP)  ,"275,415",AED
3.0,4,All Wheel Drive,63,6.0,Petrol,340,500,Automatic,250,5 Seater,5.1,4.939,1.886,1.457,2.924,530,Audi A6 2021 55 TFSI Design Quattro (340 HP),"295,995",AED
3.6,6,All Wheel Drive,74,11.2,Petrol,335,386,Automatic,250,5 Seater,5.7,5.227,1.880,1.473,3.109,447,Cadillac CT6 Sedan 2021 3.6L V6 Sport, TBD ,Null
2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.281,2.475,150,Porsche 718 2021 Boxster ,"257,100",AED
5.0,8,Rear Wheel Drive,60,12.3,Petrol,460,569,Automatic,240,4 Seater,4.7,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 5.0L V8 Convertible GT Premium,"267,645",AED
2.0,4,All Wheel Drive,56,6.9,Petrol,381,475,Automatic,250,5 Seater,4.2,4.367,1.780,1.417,2.699,341,Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,"249,900",AED
2.0,4,Rear Wheel Drive,66,6.3,Petrol,184,300,Automatic,235,4 Seater,8.2,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 200,"250,000",AED
2.0,4,Rear Wheel Drive,60,5.8,Petrol,258,400,Automatic,250,5 Seater,5.8,4.709,1.827,1.442,2.851,480,BMW 3 Series 2021 330i,"247,000",AED
2.0,4,Rear Wheel Drive,60,5.5,Petrol,184,300,Automatic,240,5 Seater,7.1,4.709,1.827,1.442,2.851,480,BMW 3 Series 2021 320i ,"202,000",AED
3.5,6,Rear Wheel Drive,66,10.7,Petrol,314,377,Automatic,230,4 Seater,6.1,4.695,1.840,1.395,2.730,295,Lexus RC 2021 350 F Sport ,"220,000",AED
2.0,4,All Wheel Drive,66,7.3,Petrol,211,350,Automatic,222,5 Seater,7.3,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 250 4MATIC,"250,000",AED
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost Platinum ,"320,145",AED
2.0,N/A,Rear Wheel Drive,74,6.8,Petrol,247,365,Automatic,244,5 Seater,6.6,4.954,2.091,1.457,2.960,540,Jaguar XF 2021 2.0T Limited Edition  (250 PS) ,"273,735",AED
3.3,6,Rear Wheel Drive,77,11.7,Petrol,365,510,Automatic,250,5 Seater,5.6,4.990,1.890,1.480,3.010,493,Genesis G80 2021 3.3T Sport,"253,500",AED
3.3,6,Rear Wheel Drive,77,11.7,Petrol,365,510,Automatic,250,5 Seater,5.6,4.990,1.890,1.480,3.010,493,Genesis G80 2021 3.3T Sport,"253,500",AED
2.0,4,All Wheel Drive,60,7.3,Petrol,254,350,Automatic,220,5 Seater,6.8,4.688,1.902,1.658,2.865,505,Volvo XC60 2021 2.0T T5 AWD R Design,"199,900",AED
5.7,8,Rear Wheel Drive,70,12.4,Petrol,375,555,Automatic,250,5 Seater,5.4,5.027,1.923,1.460,2.950,459,Dodge Challenger 2021 5.7L R/T Shaker,"183,900",AED
5.7,8,Rear Wheel Drive,70,12.4,Petrol,375,555,Automatic,250,5 Seater,5.4,5.027,1.923,1.460,2.950,459,Dodge Challenger 2021 5.7L R/T Plus (T.A  package),"189,900",AED
2.0,N/A,All Wheel Drive,64,8.9,Petrol,280,400,Automatic,230,5 Seater,5.7,4.68,2.16,1.67,2.818,525,Alfa Romeo Stelvio 2021 Premium ,"229,000",AED
2.9,6,All Wheel Drive,64,9.0,Petrol,510,600,Automatic,283,5 Seater,3.8,4.68,2.16,1.67,2.818,525,Alfa Romeo Stelvio 2021 Quadrifoglio,"408,500",AED
3.6,6,All Wheel Drive,82,10.0,Petrol,310,366,Automatic,210,5 Seater,7.5,4.813,1.905,1.676,2.857,849,Cadillac XT5 2021 3.6L AWD Sport,"245,000",AED
2.0,4,All Wheel Drive,89,9.0,Petrol,300,400,Automatic,201,7 Seater,7.9,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 2.0T HSE (300 HP) ,"308,805",AED
2.0,4,All Wheel Drive,71,7.7,Petrol,254,350,Automatic,240,5 Seater,7.3,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T5 AWD Momentum,"224,900",AED
3.6,6,Rear Wheel Drive,72,11.9,Petrol,335,386,Automatic,250,5 Seater,5.2,4.966,1.834,1.453,2.911,385,Cadillac CTS 2021 3.6L V6 Premium Luxury,"257,900",AED
4.0,6,All Wheel Drive,138,13.4,Petrol,271,385,Automatic,200,8 Seater,11.0,5.170,1.980,1.930,2.850,455,Toyota Land Cruiser 2021 4.0L GXR GT,"249,900",AED
2.0,N/A,All Wheel Drive,56,7.4,Petrol,381,475,Automatic,250,5 Seater,4.4,4.424,1.804,1.494,2.699,421,Mercedes-Benz GLA 2021 AMG 45 4MATIC,"260,000",AED
5.0,6,Rear Wheel Drive,77,12.4,Petrol,407,505,Automatic,240,5 Seater,5.2,4.990,1.890,1.480,3.010,493,Genesis G80 2021 5.0L Royal,"260,500",AED
5.7,8,All Wheel Drive,138,15.7,Petrol,362,530,Automatic,220,8 Seater,7.0,5.095,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 5.7L EXR,"259,900",AED
2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman S ,"268,900",AED
5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,1461,Chevrolet Tahoe 2021 5.3L Premium  4WD ,"264,200",AED
5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,1461,Chevrolet Tahoe 2021 5.3L Premium  4WD ,"264,200",AED
2.0,4,Rear Wheel Drive,66,6.9,Petrol,313,400,Automatic,250,5 Seater,5.9,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 350, TBD ,Null
5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,1461,Chevrolet Tahoe 2021 5.3L Z71 4WD ,"236,900",AED
2.0,4,All Wheel Drive,56,7.3,Petrol,421,500,Automatic,250,5 Seater,4.0,4.640,1.777,1.432,2.699,470,Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,"265,000",AED
5.3,N/A,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,8 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 2WD, TBD ,Null
3.0,6,Rear Wheel Drive,70,7.8,Petrol,367,520,Automatic,250,2 Seater,4.7,4.133,1.810,1.301,2.430,335,Mercedes-Benz SLC 2021 43 AMG,"270,900",AED
2.0,4,All Wheel Drive,63,7.6,Petrol,250,365,Automatic,217,5 Seater,6.7,4.803,2.032,1.666,2.873,532,Land Rover Range Rover Velar 2021 2.0L R-Dynamic SE (250 PS),"309,960",AED
4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L SE Platinum City ,"265,200",AED
2.0,N/A,All Wheel Drive,55,7.2,Petrol,320,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 AWD Inscription,"224,900",AED
5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 4WD, TBD ,Null
5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L RS 4WD , TBD ,Null
3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 HSE (340 HP),"337,890",AED
3.5,6,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Platinum,"275,000",AED
3.0,6,All Wheel Drive,85,7.0,Petrol,367,500,Automatic,250,5 Seater,5.8,4.924,1.947,1.797,2.995,690,Mercedes-Benz GLE-Class 2021 450 4MATIC,"275,000",AED
3.5,6,Rear Wheel Drive,66,6.3,Hybrid,341,352,Automatic,250,5 Seater,5.9,4.880,1.840,1.455,2.850,374,Lexus GS 2021 450h F-Sport,"275,000",AED
3.5,6,Rear Wheel Drive,66,6.3,Hybrid,341,352,Automatic,250,5 Seater,5.9,4.880,1.840,1.455,2.850,374,Lexus GS 2021 450h F-Sport,"275,000",AED
2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.280,2.475,150,Porsche 718 2021 Boxster S ,"291,500",AED
2.0,N/A,All Wheel Drive,60,7.3,Petrol,254,350,Automatic,220,5 Seater,6.8,4.688,1.902,1.658,2.865,505,Volvo XC60 2021 2.0T T5 AWD Inscription ,"214,900",AED
3.5,N/A,All Wheel Drive,98,14.7,Petrol,422,678,Automatic,170,5 Seater,5.5,5.588,2.459,1.994,3.409,1495,Ford F-150 Raptor 2021 3.5L EcoBoost Super Cab (Mid Range),"298,095",AED
3.5,N/A,All Wheel Drive,98,14.7,Petrol,422,678,Automatic,170,5 Seater,5.5,5.588,2.459,1.994,3.409,1495,Ford F-150 Raptor 2021 3.5L EcoBoost Super Cab (Base) ,"269,745",AED
3.0,4,All Wheel Drive,58,7.3,Petrol,354,500,Automatic,250,5 Seater,4.7,4.745,1.842,1.404,2.820,480,Audi A4 2021 S4 (354 HP),"274,050",AED
2.0,4,Rear Wheel Drive,60,5.8,Petrol,252,350,Automatic,250,4 Seater,5.8,4.640,1.825,1.377,2.810,445,BMW 4 Series Coupe 2021 430i, TBD ,Null
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE Titanium,"299,000",AED
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T2,"275,000",AED
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T1,"234,000",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,5 Seater,8.1,4.890,1.895,1.690,2.790,553,Lexus RX 2021 450h F Sport,"280,000",AED
6.2,8,Rear Wheel Drive,72,14.7,Petrol,650,881,Automatic,250,4 Seater,3.5,4.784,1.897,1.340,2.811,258,Chevrolet Camaro Coupe 2021 6.2L ZL1,"291,100",AED
4.6,8,All Wheel Drive,87,13.8,Petrol,292,438,Automatic,177,7 Seater,8.2,4.880,1.885,1.845,2.790,104,Lexus GX 2021 460 Platinum,"280,000",AED
2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,249,2 Seater,5.7,4.482,1.923,1.308,2.622,207,Jaguar F-Type Convertible 2021 2.0T (300 PS),"327,915",AED
4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.170,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 4.6L GXR GT,"286,500",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,7 Seater,8.1,5.000,1.895,1.700,2.790,553,Lexus RX 2021 450h L Platinum (7 Seats),"295,000",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,7 Seater,8.1,5.000,1.895,1.700,2.790,553,Lexus RX 2021 450h L Platinum (7 Seats),"295,000",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,6 Seater,8.1,5.000,1.895,1.700,2.790,553,Lexus RX 2021 450h L Platinum (6 Seats) ,"295,000",AED
3.5,6,All Wheel Drive,65,7.8,Hybrid,308,335,Automatic,180,6 Seater,8.1,5.000,1.895,1.700,2.790,553,Lexus RX 2021 450h L Prestige (6 Seats),"260,000",AED
3.0,6,All Wheel Drive,66,8.7,Petrol,367,520,Automatic,250,5 Seater,4.9,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,"285,000",AED
2.0,4,Rear Wheel Drive,66,7.0,Petrol,245,370,Automatic,250,4 Seater,6.4,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 300,"285,000",AED
3.0,6,All Wheel Drive,52,8.0,Petrol,326,450,Automatic,250,5 Seater,4.7,4.329,1.984,1.440,2.690,360,BMW 1 Series 2021 m135i xDrive,"258,900",AED
2.0,4,All Wheel Drive,66,5.4,Petrol,245,370,Automatic,236,5 Seater,6.5,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 300 4MATIC,"289,000",AED
3.0,6,All Wheel Drive,55,7.4,Petrol,340,500,Automatic,250,2 Seater,4.5,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 M40i,"300,000",AED
2.0,4,Rear Wheel Drive,60,5.8,Petrol,252,350,Automatic,250,4 Seater,5.9,4.640,1.825,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 430i,"238,000",AED
3.0,6,All Wheel Drive,58,7.5,Petrol,354,500,Automatic,250,5 Seater,4.7,4.752,1.843,1.384,2.825,480,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"310,450",AED
3.0,6,All Wheel Drive,58,7.4,Petrol,354,500,Automatic,250,4 Seater,4.7,4.692,1.846,1.368,2.765,465,Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),"310,550",AED
2.0,N/A,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,230,5 Seater,5.9,4.688,1.902,1.658,2.865,505,Volvo XC60 2021 2.0T T6 R Design Highline,"225,900",AED
3.5,6,All Wheel Drive,107,12.3,Petrol,400,650,Automatic,190,8 Seater,6.0,5.636,2.029,1.941,3.343,592,Ford Expedition 2021 3.5L EcoBoost Platinum,"309,645",AED
3.5,6,All Wheel Drive,107,12.3,Petrol,400,610,Automatic,190,8 Seater,6.0,5.636,2.029,1.941,3.343,592,Ford Expedition 2021 3.5L EcoBoost (Turath Special Edition)  ,"286,181",AED
6.4,8,All Wheel Drive,93,15.8,Petrol,470,630,Automatic,250,5 Seater,5.5,4.859,1.958,1.730,2.916,994,Jeep Grand Cherokee 2021 SRT8,"279,900",AED
3.0,6,All Wheel Drive,66,7.8,Petrol,362,500,Automatic,250,5 Seater,5.1,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 450 4MATIC, TBD ,Null
3.0,6,All Wheel Drive,66,7.8,Petrol,362,500,Automatic,250,5 Seater,5.1,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 450 4MATIC, TBD ,Null
2.0,4,All Wheel Drive,65,7.3,Petrol,248,350,Automatic,240,5 Seater,6.3,4.708,1.891,1.676,2.864,550,BMW X3 2021 xDrive 30i,"232,000",AED
2.0,4,Rear Wheel Drive,66,6.3,Petrol,245,370,Automatic,250,4 Seater,6.6,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 300,"295,000",AED
3.0,6,Rear Wheel Drive,80,10.9,Petrol,400,475,Automatic,250,4 Seater,5.8,4.690,2.052,1.395,2.850,342,Infiniti Q60 Coupe 2021 3.0T Premium,"220,000",AED
4.0,6,Rear Wheel Drive,64,10.8,Petrol,400,420,Manual,293,2 Seater,4.5,4.405,1.801,1.276,2.475,150,Porsche 718 2021 Cayman GTS 4.0,"318,860",AED
4.0,6,All Wheel Drive,64,10.9,Petrol,420,420,Manual,304,2 Seater,4.4,4.456,1.801,1.269,2.484,150,Porsche 718 2021 GT4 ,"374,400",AED
4.0,6,Rear Wheel Drive,64,10.9,Petrol,420,420,Manual,300,2 Seater,4.4,4.430,1.801,1.258,2.484,150,Porsche 718 2021 Spider ,"368,400",AED
2.0,4,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,230,5 Seater,5.9,4.688,1.902,1.658,2.865,505,Volvo XC60 2021 T6 AWD Inscription,"225,900",AED
3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 ,"299,000",AED
3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6  GranLusso ,"369,000",AED
3.0,6,All Wheel Drive,68,9.6,Petrol,400,575,Automatic,250,5 Seater,5.6,5.115,2.090,1.487,2.994,473,Lincoln Continental 2021 3.0T Reserve ,"283,395",AED
5.7,8,All Wheel Drive,138,15.7,Petrol,362,530,Automatic,220,8 Seater,7.0,5.170,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 5.7L GXR,"299,900",AED
2.0,4,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,230,5 Seater,5.9,4.688,1.902,1.658,2.865,505,Volvo XC60 2021 2.0T T6 AWD Inscription,"225,900",AED
3.0,6,All Wheel Drive,74,10.3,Petrol,404,540,Automatic,250,5 Seater,4.6,5.182,1.880,1.471,3.109,433,Cadillac CT6 Sedan 2021 3.0T Platinum, TBD ,Null
3.5,6,Rear Wheel Drive,40,10.1,Petrol,345,400,Manual,274,2 Seater,3.9,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 350,"350,000",AED
3.5,6,Rear Wheel Drive,40,10.1,Petrol,345,400,Manual,274,2 Seater,3.9,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 350,"350,000",AED
3.5,6,Rear Wheel Drive,40,10.1,Petrol,410,420,Manual,290,2 Seater,3.4,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Sport 410,"415,000",AED
3.5,6,Rear Wheel Drive,40,10.1,Petrol,440,430,Manual,290,2 Seater,3.3,4.084,1.802,1.129,2.370,Null,Lotus Exige 2021 Cup 430,"580,000",AED
3.0,N/A,All Wheel Drive,66,8.0,Petrol,390,520,Automatic,250,4 Seater,4.7,4.750,1.877,1.400,2.840,400,Mercedes-Benz C-Class Coupe 2021 AMG C43 4MATIC,"310,000",AED
3.0,6,All Wheel Drive,75,9.2,Petrol,340,450,Automatic,245,5 Seater,6.2,4.918,1.983,1.696,2.895,770,Porsche Cayenne 2021 Base,"317,900",AED
3.0,6,All Wheel Drive,75,9.2,Petrol,340,450,Automatic,243,5 Seater,6.0,4.931,1.983,1.676,2.895,625,Porsche Cayenne Coupe 2021 Base,"335,900",AED
5.0,8,All Wheel Drive,63,11.7,Petrol,550,680,Automatic,283,5 Seater,4.3,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),"431,340",AED
2.0,4,Rear Wheel Drive,68,5.9,Petrol,252,350,Automatic,250,5 Seater,6.2,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i, TBD ,Null
3.0,6,All Wheel Drive,85,8.0,Petrol,340,500,Automatic,250,5 Seater,5.9,4.986,1.995,1.705,2.995,605,Audi Q8 2021 55 TFSI quattro (340 HP),"318,885",AED
